genre,popularity, acousticness , danceability ,duration_ms, energy , liveness , loudness , speechiness , tempo , valence 
Soul,70,"  0,21 ","  0,65 ",166973,"  0,32 ","  0,19 ","  (8,70)","  0,03 ","  110,96 ","  0,28 "
Soul,67,"  0,21 ","  0,50 ",233601,"  0,58 ","  0,26 ","  (7,01)","  0,09 ","  94,56 ","  0,63 "
Soul,67,"  0,54 ","  0,51 ",218073,"  0,51 ","  0,12 ","  (4,41)","  0,32 ","  88,82 ","  0,65 "
Soul,65,"  0,37 ","  0,78 ",211862,"  0,54 ","  0,23 ","  (4,30)","  0,09 ","  144,97 ","  0,62 "
Soul,56,"  0,01 ","  0,77 ",189677,"  0,47 ","  0,09 ","  (6,01)","  0,10 ","  93,02 ","  0,54 "
Soul,53,"  0,16 ","  0,77 ",385573,"  0,93 ","  0,42 ","  (7,47)","  0,12 ","  113,61 ","  0,72 "
Soul,61,"  0,99 ","  0,37 ",211533,"  0,03 ","  0,12 ","  (20,27)","  0,04 ","  127,94 ","  0,16 "
Soul,53,"  0,75 ","  0,53 ",212680,"  0,57 ","  0,20 ","  (8,48)","  0,04 ","  83,76 ","  0,50 "
Soul,57,"  0,28 ","  0,73 ",243413,"  0,86 ","  0,06 ","  (5,17)","  0,07 ","  91,96 ","  0,71 "
Soul,59,"  0,11 ","  0,77 ",218135,"  0,77 ","  0,10 ","  (6,28)","  0,05 ","  107,01 ","  0,66 "
Soul,56,"  0,48 ","  0,58 ",226000,"  0,58 ","  0,29 ","  (6,90)","  0,16 ","  145,87 ","  0,25 "
Soul,53,"  0,91 ","  0,63 ",152701,"  0,44 ","  0,27 ","  (10,76)","  0,25 ","  80,69 ","  0,30 "
Soul,46,"  0,27 ","  0,78 ",499400,"  0,77 ","  0,98 ","  (5,02)","  0,05 ","  101,59 ","  0,84 "
Soul,56,"  0,06 ","  0,81 ",283827,"  0,50 ","  0,09 ","  (8,73)","  0,14 ","  104,59 ","  0,67 "
Soul,58,"  0,04 ","  0,84 ",190480,"  0,57 ","  0,09 ","  (5,31)","  0,09 ","  97,99 ","  0,40 "
Soul,51,"  0,01 ","  0,71 ",180773,"  0,68 ","  0,28 ","  (4,78)","  0,03 ","  103,03 ","  0,76 "
Soul,37,"  0,26 ","  0,85 ",160177,"  0,67 ","  0,12 ","  (7,06)","  0,28 ","  119,99 ","  0,61 "
Soul,44,"  0,09 ","  0,67 ",267347,"  0,62 ","  0,52 ","  (4,74)","  0,05 ","  79,03 ","  0,42 "
Soul,32,"  0,48 ","  0,66 ",148413,"  0,56 ","  0,12 ","  (9,67)","  0,06 ","  122,15 ","  0,97 "
Soul,40,"  0,04 ","  0,72 ",172559,"  0,76 ","  0,10 ","  (7,77)","  0,08 ","  101,32 ","  0,61 "
Soul,33,"  0,32 ","  0,66 ",353280,"  0,51 ","  0,08 ","  (10,52)","  0,05 ","  73,25 ","  0,82 "
Soul,31,"  0,02 ","  0,88 ",353173,"  0,91 ","  0,14 ","  (7,28)","  0,09 ","  132,03 ","  0,76 "
Soul,37,"  0,66 ","  0,86 ",177800,"  0,65 ","  0,11 ","  (11,40)","  0,06 ","  103,85 ","  0,96 "
Soul,42,"  0,08 ","  0,72 ",209560,"  0,60 ","  0,04 ","  (10,81)","  0,05 ","  109,85 ","  0,64 "
World,68,"  0,51 ","  0,46 ",342493,"  0,49 ","  0,57 ","  (8,15)","  0,03 ","  72,48 ","  0,36 "
World,55,"  0,06 ","  0,45 ",426320,"  0,59 ","  0,81 ","  (7,43)","  0,04 ","  119,79 ","  0,17 "
World,53,"  0,00 ","  0,51 ",245973,"  0,58 ","  0,11 ","  (6,89)","  0,03 ","  126,02 ","  0,14 "
World,52,"  0,04 ","  0,56 ",190731,"  0,83 ","  0,08 ","  (4,80)","  0,08 ","  102,09 ","  0,51 "
World,52,"  0,00 ","  0,61 ",183707,"  0,83 ","  0,13 ","  (4,36)","  0,05 ","  103,84 ","  0,53 "
World,49,"  0,02 ","  0,50 ",239987,"  0,83 ","  0,08 ","  (3,67)","  0,05 ","  86,03 ","  0,49 "
World,49,"  0,20 ","  0,53 ",329498,"  0,63 ","  0,28 ","  (7,50)","  0,03 ","  72,99 ","  0,26 "
World,47,"  0,86 ","  0,61 ",241173,"  0,13 ","  0,11 ","  (12,22)","  0,03 ","  79,93 ","  0,33 "
World,48,"  0,94 ","  0,11 ",610213,"  0,01 ","  0,13 ","  (28,43)","  0,05 ","  75,63 ","  0,03 "
World,44,"  0,92 ","  0,37 ",251303,"  0,09 ","  0,11 ","  (10,60)","  0,03 ","  75,23 ","  0,28 "
World,48,"  0,18 ","  0,48 ",240067,"  0,64 ","  0,17 ","  (5,86)","  0,03 ","  138,18 ","  0,41 "
World,44,"  0,58 ","  0,54 ",351718,"  0,35 ","  0,18 ","  (9,28)","  0,03 ","  130,15 ","  0,24 "
World,44,"  0,40 ","  0,35 ",298169,"  0,42 ","  0,07 ","  (7,01)","  0,03 ","  143,53 ","  0,34 "
World,44,"  0,45 ","  0,61 ",200933,"  0,70 ","  0,12 ","  (5,97)","  0,03 ","  109,99 ","  0,52 "
World,39,"  0,35 ","  0,36 ",325289,"  0,43 ","  0,12 ","  (6,92)","  0,03 ","  143,86 ","  0,11 "
World,41,"  0,56 ","  0,54 ",134627,"  0,83 ","  0,10 ","  (7,70)","  0,05 ","  126,76 ","  0,92 "
World,36,"  0,91 ","  0,33 ",337808,"  0,24 ","  0,20 ","  (11,27)","  0,03 ","  96,87 ","  0,25 "
World,47,"  0,82 ","  0,60 ",547133,"  0,41 ","  0,11 ","  (19,88)","  0,04 ","  134,76 ","  0,33 "
World,43,"  0,84 ","  0,15 ",467133,"  0,14 ","  0,10 ","  (18,89)","  0,03 ","  79,16 ","  0,04 "
World,40,"  0,03 ","  0,49 ",212963,"  0,89 ","  0,08 ","  (4,14)","  0,09 ","  127,90 ","  0,37 "
World,34,"  0,07 ","  0,41 ",361240,"  0,61 ","  0,22 ","  (6,84)","  0,03 ","  83,01 ","  0,13 "
World,42,"  0,00 ","  0,52 ",431400,"  0,96 ","  0,22 ","  (4,71)","  0,07 ","  127,99 ","  0,19 "
World,37,"  0,00 ","  0,26 ",509773,"  0,66 ","  0,40 ","  (6,21)","  0,04 ","  143,84 ","  0,12 "
World,37,"  0,04 ","  0,43 ",317182,"  0,65 ","  0,11 ","  (8,69)","  0,03 ","  76,03 ","  0,30 "
World,34,"  0,05 ","  0,54 ",193966,"  0,99 ","  0,89 ","  (3,96)","  0,09 ","  146,00 ","  0,56 "
World,37,"  0,01 ","  0,45 ",311534,"  0,84 ","  0,94 ","  (6,21)","  0,03 ","  92,45 ","  0,33 "
World,30,"  0,85 ","  0,72 ",276679,"  0,49 ","  0,08 ","  (10,16)","  0,04 ","  94,84 ","  0,87 "
World,35,"  0,03 ","  0,38 ",419760,"  0,50 ","  0,56 ","  (8,08)","  0,03 ","  135,06 ","  0,09 "
World,30,"  0,69 ","  0,58 ",272293,"  0,39 ","  0,31 ","  (14,06)","  0,03 ","  138,01 ","  0,10 "
World,48,"  0,90 ","  0,26 ",348053,"  0,38 ","  0,11 ","  (12,53)","  0,06 ","  121,46 ","  0,14 "
World,39,"  0,63 ","  0,69 ",195440,"  0,43 ","  0,18 ","  (11,15)","  0,08 ","  127,07 ","  0,80 "
World,33,"  0,04 ","  0,67 ",218920,"  0,59 ","  0,43 ","  (6,87)","  0,05 ","  100,00 ","  0,34 "
World,28,"  0,80 ","  0,63 ",204373,"  0,55 ","  0,14 ","  (8,85)","  0,04 ","  87,61 ","  0,74 "
World,38,"  0,51 ","  0,54 ",308213,"  0,55 ","  0,07 ","  (11,26)","  0,04 ","  80,46 ","  0,47 "
World,36,"  0,20 ","  0,32 ",262760,"  0,38 ","  0,07 ","  (9,05)","  0,03 ","  149,85 ","  0,18 "
World,47,"  0,95 ","  0,18 ",229933,"  0,10 ","  0,10 ","  (23,92)","  0,05 ","  80,06 ","  0,14 "
World,30,"  0,06 ","  0,52 ",200080,"  0,99 ","  0,90 ","  (4,23)","  0,05 ","  145,96 ","  0,79 "
World,33,"  0,82 ","  0,29 ",313587,"  0,19 ","  0,13 ","  (11,36)","  0,03 ","  127,77 ","  0,27 "
World,31,"  0,01 ","  0,78 ",358215,"  0,52 ","  0,33 ","  (8,05)","  0,06 ","  90,00 ","  0,13 "
World,33,"  0,57 ","  0,47 ",222187,"  0,25 ","  0,11 ","  (11,52)","  0,03 ","  87,07 ","  0,27 "
World,37,"  0,88 ","  0,63 ",415693,"  0,48 ","  0,09 ","  (12,11)","  0,04 ","  101,56 ","  0,84 "
World,31,"  0,28 ","  0,80 ",556736,"  0,65 ","  0,39 ","  (10,48)","  0,05 ","  135,13 ","  0,59 "
World,31,"  0,19 ","  0,48 ",286000,"  0,94 ","  0,36 ","  (4,65)","  0,12 ","  127,00 ","  0,19 "
World,36,"  0,96 ","  0,19 ",339373,"  0,24 ","  0,10 ","  (18,53)","  0,03 ","  100,30 ","  0,07 "
World,31,"  0,28 ","  0,44 ",332920,"  0,85 ","  0,09 ","  (5,31)","  0,04 ","  155,86 ","  0,53 "
World,32,"  0,73 ","  0,74 ",299389,"  0,39 ","  0,12 ","  (10,01)","  0,04 ","  89,98 ","  0,32 "
World,32,"  0,00 ","  0,59 ",217360,"  0,82 ","  0,47 ","  (6,51)","  0,03 ","  125,96 ","  0,25 "
World,28,"  0,28 ","  0,75 ",96227,"  0,54 ","  0,07 ","  (10,43)","  0,06 ","  159,93 ","  0,83 "
World,28,"  0,05 ","  0,34 ",601680,"  0,61 ","  0,37 ","  (7,00)","  0,03 ","  153,90 ","  0,19 "
World,33,"  0,03 ","  0,30 ",439587,"  0,89 ","  0,96 ","  (5,40)","  0,10 ","  142,07 ","  0,16 "
World,28,"  0,37 ","  0,38 ",298373,"  0,66 ","  0,20 ","  (7,13)","  0,04 ","  109,83 ","  0,08 "
World,28,"  0,99 ","  0,53 ",80187,"  0,08 ","  0,12 ","  (19,90)","  0,14 ","  104,35 ","  0,54 "
World,30,"  0,24 ","  0,50 ",249720,"  0,52 ","  0,09 ","  (7,40)","  0,03 ","  139,91 ","  0,15 "
World,30,"  0,62 ","  0,55 ",335653,"  0,34 ","  0,11 ","  (11,60)","  0,02 ","  72,04 ","  0,24 "
World,31,"  0,38 ","  0,14 ",1065560,"  0,09 ","  0,29 ","  (22,71)","  0,05 ","  140,44 ","  0,03 "
World,24,"  0,79 ","  0,17 ",325027,"  0,29 ","  0,74 ","  (10,94)","  0,03 ","  74,02 ","  0,13 "
World,23,"  0,28 ","  0,78 ",233027,"  0,59 ","  0,38 ","  (8,22)","  0,04 ","  96,06 ","  0,86 "
World,28,"  0,47 ","  0,56 ",311187,"  0,75 ","  0,44 ","  (10,21)","  0,04 ","  127,80 ","  0,70 "
World,30,"  0,98 ","  0,17 ",219800,"  0,09 ","  0,13 ","  (27,09)","  0,04 ","  140,42 ","  0,03 "
World,23,"  0,71 ","  0,27 ",303467,"  0,33 ","  0,16 ","  (9,76)","  0,03 ","  136,57 ","  0,06 "
World,33,"  0,00 ","  0,43 ",235227,"  0,57 ","  0,09 ","  (12,91)","  0,03 ","  134,91 ","  0,43 "
World,29,"  0,28 ","  0,83 ",292360,"  0,42 ","  0,62 ","  (13,54)","  0,09 ","  100,01 ","  0,24 "
World,24,"  0,11 ","  0,57 ",259004,"  0,62 ","  0,11 ","  (7,30)","  0,03 ","  126,02 ","  0,35 "
World,29,"  0,07 ","  0,38 ",348093,"  0,45 ","  0,11 ","  (8,38)","  0,03 ","  67,02 ","  0,12 "
World,28,"  0,10 ","  0,41 ",196053,"  0,87 ","  0,07 ","  (6,75)","  0,05 ","  172,14 ","  0,95 "
World,23,"  0,01 ","  0,39 ",172547,"  0,43 ","  0,11 ","  (9,85)","  0,03 ","  79,77 ","  0,04 "
World,26,"  0,02 ","  0,47 ",315600,"  0,63 ","  0,97 ","  (7,71)","  0,04 ","  110,80 ","  0,32 "
World,26,"  0,51 ","  0,46 ",263679,"  0,75 ","  0,10 ","  (6,47)","  0,05 ","  135,99 ","  0,24 "
World,28,"  1,00 ","  0,21 ",582877,"  0,05 ","  0,11 ","  (30,95)","  0,05 ","  65,87 ","  0,13 "
World,36,"  0,28 ","  0,76 ",277627,"  0,46 ","  0,12 ","  (11,30)","  0,07 ","  124,01 ","  0,89 "
World,25,"  0,07 ","  0,54 ",252467,"  0,61 ","  0,13 ","  (10,54)","  0,03 ","  134,01 ","  0,33 "
World,26,"  0,00 ","  0,42 ",330200,"  0,87 ","  0,96 ","  (4,60)","  0,04 ","  99,99 ","  0,15 "
World,20,"  0,62 ","  0,43 ",300013,"  0,36 ","  0,13 ","  (8,22)","  0,03 ","  141,95 ","  0,30 "
World,23,"  0,98 ","  0,21 ",161627,"  0,03 ","  0,11 ","  (26,81)","  0,04 ","  71,43 ","  0,04 "
World,32,"  0,99 ","  0,19 ",230585,"  0,00 ","  0,06 ","  (27,02)","  0,05 ","  106,12 ","  0,05 "
World,34,"  0,00 ","  0,24 ",211667,"  0,66 ","  0,08 ","  (10,47)","  0,04 ","  176,56 ","  0,39 "
World,25,"  0,03 ","  0,40 ",387312,"  0,44 ","  0,13 ","  (9,41)","  0,03 ","  148,10 ","  0,41 "
World,27,"  0,89 ","  0,29 ",230651,"  0,30 ","  0,08 ","  (9,93)","  0,04 ","  141,53 ","  0,12 "
World,33,"  0,39 ","  0,46 ",520213,"  0,57 ","  0,07 ","  (7,51)","  0,04 ","  132,00 ","  0,20 "
Rock,66,"  0,58 ","  0,60 ",214080,"  0,57 ","  0,22 ","  (8,17)","  0,03 ","  147,96 ","  0,80 "
Rock,68,"  0,01 ","  0,28 ",251867,"  0,66 ","  0,09 ","  (6,56)","  0,03 ","  139,35 ","  0,24 "
Rock,63,"  0,09 ","  0,54 ",372893,"  0,87 ","  0,10 ","  (8,40)","  0,05 ","  130,35 ","  0,76 "
Rock,63,"  0,00 ","  0,22 ",176307,"  0,95 ","  0,16 ","  (3,62)","  0,18 ","  112,89 ","  0,17 "
Rock,63,"  0,00 ","  0,61 ",246307,"  0,67 ","  0,13 ","  (6,51)","  0,04 ","  127,54 ","  0,74 "
Rock,64,"  0,26 ","  0,53 ",262748,"  0,93 ","  0,08 ","  (8,56)","  0,08 ","  163,50 ","  0,56 "
Rock,67,"  0,01 ","  0,68 ",198454,"  0,55 ","  0,17 ","  (5,28)","  0,05 ","  117,02 ","  0,27 "
Rock,59,"  0,00 ","  0,46 ",326667,"  0,81 ","  0,12 ","  (5,01)","  0,06 ","  139,67 ","  0,38 "
Rock,62,"  0,13 ","  0,29 ",343933,"  0,50 ","  0,11 ","  (14,28)","  0,04 ","  99,16 ","  0,44 "
Rock,67,"  0,00 ","  0,32 ",288467,"  0,89 ","  0,13 ","  (8,19)","  0,04 ","  181,33 ","  0,96 "
Rock,66,"  0,07 ","  0,40 ",326983,"  0,72 ","  0,23 ","  (5,26)","  0,06 ","  160,05 ","  0,23 "
Rock,63,"  0,10 ","  0,64 ",196613,"  0,90 ","  0,40 ","  (3,49)","  0,06 ","  126,11 ","  0,57 "
Rock,63,"  0,32 ","  0,65 ",215676,"  0,65 ","  0,34 ","  (3,85)","  0,04 ","  74,00 ","  0,68 "
Rock,69,"  0,28 ","  0,51 ",195701,"  0,68 ","  0,18 ","  (3,42)","  0,03 ","  139,84 ","  0,36 "
Rock,68,"  0,14 ","  0,78 ",295067,"  0,87 ","  0,15 ","  (3,60)","  0,03 ","  131,34 ","  0,88 "
Rock,63,"  0,12 ","  0,44 ",199907,"  0,75 ","  0,13 ","  (4,14)","  0,04 ","  166,05 ","  0,46 "
Rock,60,"  0,24 ","  0,75 ",168813,"  0,72 ","  0,07 ","  (7,77)","  0,03 ","  128,69 ","  0,86 "
Rock,63,"  0,17 ","  0,57 ",285733,"  0,57 ","  0,10 ","  (7,69)","  0,03 ","  138,06 ","  0,21 "
Rock,63,"  0,25 ","  0,73 ",199387,"  0,41 ","  0,11 ","  (9,39)","  0,05 ","  127,95 ","  0,18 "
Rock,59,"  0,44 ","  0,76 ",235387,"  0,64 ","  0,10 ","  (8,17)","  0,03 ","  125,12 ","  0,66 "
Rock,54,"  0,00 ","  0,23 ",383920,"  0,82 ","  0,19 ","  (7,09)","  0,17 ","  74,27 ","  0,29 "
Rock,54,"  0,70 ","  0,54 ",221827,"  0,42 ","  0,15 ","  (7,21)","  0,03 ","  144,72 ","  0,26 "
Rock,54,"  0,07 ","  0,79 ",308373,"  0,54 ","  0,16 ","  (13,26)","  0,04 ","  127,49 ","  0,96 "
Rock,58,"  0,00 ","  0,45 ",192533,"  0,91 ","  0,38 ","  (4,11)","  0,13 ","  94,03 ","  0,30 "
Rock,62,"  0,05 ","  0,49 ",217680,"  0,87 ","  0,06 ","  (3,94)","  0,04 ","  147,98 ","  0,47 "
Rock,63,"  0,66 ","  0,63 ",192200,"  0,36 ","  0,17 ","  (11,14)","  0,02 ","  83,89 ","  0,47 "
Rock,65,"  0,88 ","  0,55 ",165560,"  0,29 ","  0,13 ","  (10,43)","  0,03 ","  96,22 ","  0,41 "
Rock,54,"  0,02 ","  0,61 ",216693,"  0,81 ","  0,37 ","  (8,29)","  0,06 ","  121,77 ","  0,75 "
Rock,61,"  0,02 ","  0,45 ",248947,"  0,98 ","  0,28 ","  (2,28)","  0,27 ","  179,07 ","  0,32 "
Rock,55,"  0,09 ","  0,51 ",254387,"  0,67 ","  0,16 ","  (7,52)","  0,03 ","  124,14 ","  0,27 "
Rock,54,"  0,72 ","  0,62 ",345680,"  0,56 ","  0,13 ","  (10,57)","  0,04 ","  129,40 ","  0,53 "
Rock,64,"  0,70 ","  0,49 ",150867,"  0,43 ","  0,12 ","  (12,26)","  0,06 ","  82,44 ","  0,66 "
Rock,62,"  0,02 ","  0,38 ",339493,"  0,60 ","  0,14 ","  (5,41)","  0,03 ","  135,97 ","  0,17 "
Rock,56,"  0,00 ","  0,67 ",168667,"  0,60 ","  0,10 ","  (7,31)","  0,03 ","  116,84 ","  0,20 "
Rock,53,"  0,68 ","  0,63 ",300427,"  0,14 ","  0,06 ","  (15,10)","  0,05 ","  78,05 ","  0,16 "
Rock,54,"  0,04 ","  0,52 ",238133,"  0,87 ","  0,26 ","  (4,93)","  0,10 ","  169,67 ","  0,66 "
Rock,60,"  0,05 ","  0,50 ",309920,"  0,59 ","  0,07 ","  (10,57)","  0,04 ","  62,30 ","  0,37 "
Rock,56,"  0,00 ","  0,36 ",197187,"  0,69 ","  0,10 ","  (2,63)","  0,04 ","  116,91 ","  0,31 "
Rock,58,"  0,00 ","  0,35 ",257813,"  0,93 ","  0,28 ","  (5,52)","  0,06 ","  124,06 ","  0,08 "
Rock,54,"  0,88 ","  0,38 ",278347,"  0,24 ","  0,11 ","  (7,62)","  0,03 ","  85,53 ","  0,35 "
Rock,56,"  0,14 ","  0,33 ",199274,"  0,89 ","  0,49 ","  (4,20)","  0,06 ","  202,35 ","  0,71 "
Soul,49,"  0,61 ","  0,71 ",213028,"  0,46 ","  0,36 ","  (9,73)","  0,04 ","  90,03 ","  0,65 "
Soul,48,"  0,40 ","  0,58 ",452733,"  0,65 ","  0,23 ","  (8,13)","  0,07 ","  97,84 ","  0,66 "
Soul,50,"  0,01 ","  0,55 ",252447,"  0,80 ","  0,22 ","  (5,94)","  0,04 ","  150,00 ","  0,34 "
Soul,44,"  0,39 ","  0,55 ",198200,"  0,29 ","  0,20 ","  (14,84)","  0,03 ","  88,96 ","  0,49 "
Soul,56,"  0,50 ","  0,65 ",202871,"  0,46 ","  0,10 ","  (8,82)","  0,16 ","  130,05 ","  0,35 "
Soul,56,"  0,10 ","  0,66 ",192333,"  0,54 ","  0,31 ","  (8,57)","  0,06 ","  161,58 ","  0,65 "
Soul,60,"  0,74 ","  0,63 ",229773,"  0,27 ","  0,12 ","  (10,47)","  0,08 ","  132,69 ","  0,22 "
Soul,58,"  0,04 ","  0,62 ",228520,"  0,80 ","  0,13 ","  (4,89)","  0,26 ","  164,01 ","  0,37 "
Soul,41,"  0,36 ","  0,68 ",92413,"  0,63 ","  0,46 ","  (10,52)","  0,55 ","  171,95 ","  0,85 "
Soul,53,"  0,02 ","  0,86 ",201640,"  0,35 ","  0,10 ","  (12,03)","  0,07 ","  115,26 ","  0,58 "
Soul,47,"  0,97 ","  0,45 ",289693,"  0,04 ","  0,09 ","  (29,46)","  0,04 ","  63,94 ","  0,10 "
Soul,53,"  0,10 ","  0,58 ",941360,"  0,67 ","  0,05 ","  (8,28)","  0,06 ","  111,15 ","  0,81 "
Soul,42,"  0,29 ","  0,69 ",268893,"  0,87 ","  0,38 ","  (7,93)","  0,03 ","  98,40 ","  0,90 "
Soul,51,"  0,11 ","  0,37 ",252973,"  0,52 ","  0,10 ","  (6,06)","  0,03 ","  178,89 ","  0,45 "
Soul,49,"  0,16 ","  0,56 ",190858,"  0,66 ","  0,18 ","  (7,66)","  0,04 ","  141,05 ","  0,33 "
Soul,46,"  0,80 ","  0,61 ",216600,"  0,36 ","  0,08 ","  (12,96)","  0,03 ","  85,79 ","  0,49 "
Soul,43,"  0,89 ","  0,49 ",369173,"  0,37 ","  0,73 ","  (14,72)","  0,10 ","  80,02 ","  0,65 "
Soul,50,"  0,87 ","  0,55 ",291539,"  0,35 ","  0,18 ","  (4,10)","  0,04 ","  132,85 ","  0,56 "
Soul,47,"  0,00 ","  0,68 ",226963,"  0,72 ","  0,09 ","  (5,72)","  0,11 ","  109,25 ","  0,67 "
Soul,48,"  0,12 ","  0,35 ",232794,"  0,47 ","  0,31 ","  (6,01)","  0,06 ","  179,32 ","  0,41 "
Soul,49,"  0,36 ","  0,44 ",256347,"  0,63 ","  0,11 ","  (9,69)","  0,06 ","  108,00 ","  0,18 "
Soul,46,"  0,33 ","  0,71 ",173453,"  0,45 ","  0,09 ","  (7,05)","  0,04 ","  113,69 ","  0,65 "
Soul,52,"  0,11 ","  0,79 ",175653,"  0,78 ","  0,21 ","  (4,96)","  0,10 ","  103,99 ","  0,41 "
Soul,43,"  0,66 ","  0,41 ",255067,"  0,41 ","  0,27 ","  (7,20)","  0,03 ","  85,65 ","  0,15 "
Soul,43,"  0,02 ","  0,46 ",196676,"  0,73 ","  0,07 ","  (3,44)","  0,15 ","  85,23 ","  0,61 "
Soul,39,"  0,49 ","  0,42 ",276333,"  0,51 ","  0,11 ","  (12,83)","  0,04 ","  157,21 ","  0,56 "
Soul,52,"  0,06 ","  0,65 ",197373,"  0,68 ","  0,07 ","  (5,35)","  0,09 ","  99,02 ","  0,54 "
Soul,49,"  0,20 ","  0,69 ",239520,"  0,30 ","  0,15 ","  (10,24)","  0,03 ","  92,15 ","  0,09 "
Soul,36,"  0,15 ","  0,68 ",216373,"  0,35 ","  0,07 ","  (16,57)","  0,06 ","  82,12 ","  0,69 "
Soul,41,"  0,82 ","  0,77 ",139085,"  0,71 ","  0,13 ","  (5,87)","  0,11 ","  170,08 ","  0,57 "
Soul,47,"  0,76 ","  0,37 ",191431,"  0,27 ","  0,11 ","  (15,49)","  0,04 ","  120,39 ","  0,04 "
Soul,44,"  0,13 ","  0,65 ",231920,"  0,55 ","  0,26 ","  (10,35)","  0,08 ","  90,85 ","  0,50 "
Soul,42,"  0,51 ","  0,73 ",221293,"  0,36 ","  0,10 ","  (11,56)","  0,07 ","  81,93 ","  0,24 "
Soul,39,"  0,94 ","  0,41 ",184000,"  0,13 ","  0,07 ","  (18,37)","  0,14 ","  118,06 ","  0,07 "
Soul,42,"  0,73 ","  0,59 ",146693,"  0,38 ","  0,39 ","  (8,91)","  0,03 ","  85,21 ","  0,64 "
Soul,43,"  0,00 ","  0,45 ",175427,"  0,64 ","  0,13 ","  (5,67)","  0,03 ","  89,85 ","  0,09 "
Soul,41,"  0,00 ","  0,51 ",303640,"  0,62 ","  0,11 ","  (7,07)","  0,20 ","  91,90 ","  0,25 "
Soul,44,"  0,43 ","  0,67 ",246787,"  0,57 ","  0,12 ","  (5,68)","  0,08 ","  97,13 ","  0,51 "
Soul,42,"  0,06 ","  0,78 ",200533,"  0,38 ","  0,11 ","  (9,59)","  0,03 ","  106,02 ","  0,34 "
