genre,popularity, acousticness , danceability ,duration_ms, energy , liveness , loudness , speechiness , tempo , valence 
Pop,82,"  0,08 ","  0,64 ",195419,"  0,90 ","  0,19 ","  (3,69)","  0,07 ","  103,03 ","  0,48 "
Pop,71,"  0,24 ","  0,52 ",221538,"  0,43 ","  0,28 ","  (11,33)","  0,14 ","  129,83 ","  0,40 "
Pop,72,"  0,59 ","  0,41 ",262600,"  0,51 ","  0,12 ","  (7,75)","  0,05 ","  164,97 ","  0,32 "
Pop,73,"  0,09 ","  0,71 ",238627,"  0,81 ","  0,17 ","  (4,52)","  0,06 ","  124,92 ","  0,72 "
Pop,72,"  0,01 ","  0,59 ",235232,"  0,63 ","  0,64 ","  (5,38)","  0,54 ","  173,37 ","  0,08 "
Pop,73,"  0,01 ","  0,63 ",150467,"  0,48 ","  0,10 ","  (5,57)","  0,04 ","  159,95 ","  0,69 "
Pop,74,"  0,20 ","  0,88 ",157557,"  0,65 ","  0,34 ","  (4,57)","  0,07 ","  131,03 ","  0,21 "
Pop,78,"  0,33 ","  0,86 ",192600,"  0,80 ","  0,08 ","  (6,50)","  0,06 ","  96,01 ","  0,75 "
Pop,68,"  0,03 ","  0,57 ",264493,"  0,76 ","  0,32 ","  (5,53)","  0,04 ","  101,01 ","  0,45 "
Pop,73,"  0,01 ","  0,72 ",187973,"  0,89 ","  0,07 ","  (3,28)","  0,04 ","  100,96 ","  0,80 "
Pop,65,"  0,06 ","  0,69 ",214573,"  0,89 ","  0,56 ","  (2,94)","  0,09 ","  97,94 ","  0,56 "
Pop,77,"  0,07 ","  0,68 ",208163,"  0,82 ","  0,11 ","  (3,30)","  0,08 ","  91,05 ","  0,65 "
Pop,75,"  0,55 ","  0,52 ",288733,"  0,56 ","  0,19 ","  (13,64)","  0,04 ","  176,89 ","  0,91 "
Pop,63,"  0,00 ","  0,63 ",189373,"  0,79 ","  0,10 ","  (4,09)","  0,05 ","  136,96 ","  0,65 "
Pop,69,"  0,31 ","  0,81 ",295653,"  0,73 ","  0,11 ","  (5,21)","  0,22 ","  157,00 ","  0,57 "
Pop,69,"  0,01 ","  0,68 ",273336,"  0,86 ","  0,08 ","  (4,27)","  0,03 ","  129,96 ","  0,52 "
Pop,66,"  0,06 ","  0,51 ",192947,"  0,75 ","  0,34 ","  (6,04)","  0,33 ","  161,81 ","  0,31 "
Pop,61,"  0,30 ","  0,59 ",337551,"  0,55 ","  0,12 ","  (6,57)","  0,15 ","  77,48 ","  0,37 "
Pop,62,"  0,11 ","  0,77 ",189492,"  0,79 ","  0,15 ","  (5,05)","  0,23 ","  119,17 ","  0,70 "
Pop,66,"  0,05 ","  0,57 ",153657,"  0,61 ","  0,13 ","  (8,09)","  0,13 ","  95,04 ","  0,21 "
Pop,60,"  0,79 ","  0,61 ",224573,"  0,37 ","  0,11 ","  (9,76)","  0,03 ","  139,96 ","  0,55 "
Pop,67,"  0,00 ","  0,36 ",200707,"  0,71 ","  0,28 ","  (3,74)","  0,03 ","  150,97 ","  0,23 "
Pop,61,"  0,32 ","  0,77 ",212347,"  0,70 ","  0,11 ","  (5,56)","  0,34 ","  90,81 ","  0,77 "
Pop,65,"  0,63 ","  0,40 ",213492,"  0,49 ","  0,17 ","  (8,99)","  0,07 ","  94,54 ","  0,36 "
Pop,66,"  0,01 ","  0,77 ",163133,"  0,43 ","  0,27 ","  (5,72)","  0,05 ","  102,06 ","  0,52 "
Pop,71,"  0,08 ","  0,33 ",205160,"  0,59 ","  0,11 ","  (6,13)","  0,04 ","  170,44 ","  0,31 "
Pop,62,"  0,26 ","  0,73 ",229808,"  0,43 ","  0,12 ","  (10,54)","  0,09 ","  102,59 ","  0,25 "
Pop,66,"  0,88 ","  0,47 ",296053,"  0,52 ","  0,17 ","  (7,05)","  0,06 ","  69,29 ","  0,43 "
Pop,68,"  0,14 ","  0,91 ",197307,"  0,64 ","  0,22 ","  (6,66)","  0,22 ","  130,01 ","  0,39 "
Pop,65,"  0,17 ","  0,44 ",145640,"  0,94 ","  0,30 ","  (3,72)","  0,10 ","  125,90 ","  0,41 "
Pop,68,"  0,33 ","  0,68 ",170507,"  0,62 ","  0,17 ","  (6,89)","  0,06 ","  96,05 ","  0,31 "
Pop,63,"  0,30 ","  0,69 ",186456,"  0,43 ","  0,19 ","  (6,52)","  0,03 ","  121,11 ","  0,23 "
Pop,66,"  0,00 ","  0,33 ",206605,"  0,81 ","  0,16 ","  (4,86)","  0,06 ","  151,64 ","  0,31 "
Pop,65,"  0,30 ","  0,62 ",161827,"  0,69 ","  0,11 ","  (9,86)","  0,25 ","  79,25 ","  0,54 "
Pop,63,"  0,03 ","  0,72 ",232533,"  0,67 ","  0,09 ","  (5,74)","  0,41 ","  180,63 ","  0,92 "
Pop,67,"  0,28 ","  0,62 ",256493,"  0,50 ","  0,11 ","  (6,72)","  0,20 ","  136,05 ","  0,31 "
Pop,57,"  0,00 ","  0,63 ",196893,"  0,64 ","  0,22 ","  (5,94)","  0,03 ","  95,51 ","  0,73 "
Pop,67,"  0,05 ","  0,78 ",153429,"  0,46 ","  0,18 ","  (15,03)","  0,28 ","  140,18 ","  0,20 "
Pop,65,"  0,72 ","  0,85 ",182740,"  0,62 ","  0,06 ","  (5,58)","  0,04 ","  109,52 ","  0,96 "
Pop,61,"  0,05 ","  0,43 ",167693,"  0,66 ","  0,26 ","  (4,67)","  0,43 ","  199,23 ","  0,66 "
Pop,67,"  0,58 ","  0,67 ",160293,"  0,70 ","  0,23 ","  (7,89)","  0,20 ","  69,99 ","  0,65 "
Pop,65,"  0,11 ","  0,84 ",191479,"  0,63 ","  0,07 ","  (7,05)","  0,08 ","  106,00 ","  0,39 "
Pop,71,"  0,04 ","  0,75 ",191255,"  0,72 ","  0,06 ","  (4,29)","  0,19 ","  99,96 ","  0,61 "
Reggae,56,"  0,02 ","  0,67 ",225133,"  0,90 ","  0,27 ","  (4,89)","  0,06 ","  97,01 ","  0,70 "
Reggae,63,"  0,03 ","  0,75 ",244253,"  0,85 ","  0,12 ","  (5,76)","  0,05 ","  145,17 ","  0,96 "
Reggae,52,"  0,01 ","  0,56 ",261400,"  0,78 ","  0,16 ","  (7,57)","  0,04 ","  145,07 ","  0,69 "
Reggae,48,"  0,66 ","  0,70 ",149613,"  0,44 ","  0,87 ","  (9,98)","  0,05 ","  113,51 ","  0,71 "
Reggae,45,"  0,31 ","  0,64 ",256000,"  0,69 ","  0,10 ","  (5,72)","  0,05 ","  110,99 ","  0,19 "
Reggae,57,"  0,61 ","  0,46 ",186653,"  0,46 ","  0,11 ","  (7,03)","  0,08 ","  180,24 ","  0,34 "
Reggae,43,"  0,03 ","  0,62 ",183507,"  0,92 ","  0,01 ","  (2,15)","  0,17 ","  179,97 ","  0,79 "
Classical,47,"  0,99 ","  0,15 ",272027,"  0,10 ","  0,13 ","  (20,80)","  0,04 ","  81,01 ","  0,04 "
Classical,43,"  1,00 ","  0,37 ",375360,"  0,02 ","  0,11 ","  (26,22)","  0,04 ","  131,91 ","  0,04 "
Classical,43,"  1,00 ","  0,26 ",119907,"  0,01 ","  0,10 ","  (35,24)","  0,04 ","  68,70 ","  0,06 "
Classical,46,"  1,00 ","  0,44 ",284640,"  0,01 ","  0,06 ","  (35,11)","  0,05 ","  70,19 ","  0,12 "
Classical,37,"  0,97 ","  0,21 ",307040,"  0,06 ","  0,08 ","  (24,51)","  0,04 ","  78,60 ","  0,17 "
Classical,11,"  0,96 ","  0,13 ",1438427,"  0,14 ","  0,10 ","  (17,31)","  0,04 ","  80,59 ","  0,04 "
Classical,41,"  0,95 ","  0,44 ",152116,"  0,16 ","  0,11 ","  (18,96)","  0,04 ","  104,60 ","  0,42 "
Classical,37,"  0,36 ","  0,33 ",311866,"  0,50 ","  0,15 ","  (9,62)","  0,04 ","  76,81 ","  0,19 "
Classical,48,"  0,86 ","  0,09 ",247507,"  0,10 ","  0,26 ","  (20,20)","  0,04 ","  86,80 ","  0,04 "
Classical,5,"  0,71 ","  0,24 ",106400,"  0,16 ","  0,11 ","  (14,94)","  0,03 ","  77,46 ","  0,07 "
Classical,38,"  0,99 ","  0,40 ",237320,"  0,02 ","  0,09 ","  (27,05)","  0,04 ","  133,05 ","  0,07 "
Classical,3,"  0,96 ","  0,23 ",371973,"  0,02 ","  0,10 ","  (29,27)","  0,05 ","  118,87 ","  0,05 "
Classical,38,"  0,99 ","  0,22 ",1747733,"  0,25 ","  0,06 ","  (17,65)","  0,03 ","  84,36 ","  0,04 "
Classical,2,"  0,97 ","  0,36 ",223600,"  0,11 ","  0,35 ","  (22,66)","  0,05 ","  125,90 ","  0,33 "
Classical,46,"  0,60 ","  0,69 ",299147,"  0,29 ","  0,13 ","  (16,28)","  0,04 ","  143,80 ","  0,64 "
Classical,38,"  0,98 ","  0,09 ",329956,"  0,10 ","  0,13 ","  (24,07)","  0,05 ","  86,53 ","  0,04 "
Classical,37,"  0,99 ","  0,24 ",92467,"  0,01 ","  0,10 ","  (33,11)","  0,04 ","  168,76 ","  0,14 "
Classical,9,"  0,98 ","  0,54 ",65387,"  0,07 ","  0,10 ","  (16,84)","  0,04 ","  90,33 ","  0,92 "
Classical,33,"  0,00 ","  0,47 ",195453,"  0,97 ","  0,28 ","  (3,89)","  0,16 ","  110,00 ","  0,31 "
Classical,39,"  0,98 ","  0,32 ",124320,"  0,14 ","  0,07 ","  (20,93)","  0,04 ","  97,75 ","  0,22 "
Classical,42,"  0,93 ","  0,24 ",183667,"  0,36 ","  0,16 ","  (13,70)","  0,04 ","  93,58 ","  0,15 "
Classical,10,"  0,91 ","  0,23 ",206787,"  0,17 ","  0,20 ","  (10,92)","  0,04 ","  112,65 ","  0,08 "
Classical,35,"  0,97 ","  0,15 ",521507,"  0,02 ","  0,07 ","  (32,99)","  0,05 ","  73,77 ","  0,05 "
Classical,41,"  0,96 ","  0,40 ",299813,"  0,04 ","  0,11 ","  (28,80)","  0,04 ","  136,39 ","  0,23 "
Classical,39,"  0,98 ","  0,31 ",63280,"  0,36 ","  0,14 ","  (17,26)","  0,04 ","  93,53 ","  0,81 "
Classical,5,"  0,99 ","  0,46 ",414133,"  0,01 ","  0,07 ","  (21,83)","  0,11 ","  66,62 ","  0,04 "
Classical,31,"  0,98 ","  0,25 ",457027,"  0,03 ","  0,09 ","  (21,33)","  0,04 ","  114,68 ","  0,08 "
Classical,30,"  0,90 ","  0,22 ",663160,"  0,15 ","  0,07 ","  (18,50)","  0,04 ","  126,51 ","  0,03 "
Classical,31,"  0,99 ","  0,51 ",111120,"  0,07 ","  0,08 ","  (24,23)","  0,04 ","  79,68 ","  0,58 "
Classical,36,"  1,00 ","  0,29 ",114602,"  0,04 ","  0,18 ","  (28,39)","  0,05 ","  75,83 ","  0,28 "
Classical,31,"  0,94 ","  0,21 ",301000,"  0,10 ","  0,10 ","  (21,79)","  0,05 ","  87,22 ","  0,17 "
Classical,35,"  0,99 ","  0,27 ",224000,"  0,19 ","  0,11 ","  (17,84)","  0,04 ","  66,64 ","  0,11 "
Classical,32,"  0,88 ","  0,17 ",130267,"  0,04 ","  0,29 ","  (26,13)","  0,05 ","  80,42 ","  0,04 "
Classical,33,"  0,97 ","  0,23 ",189573,"  0,04 ","  0,12 ","  (21,17)","  0,04 ","  81,83 ","  0,07 "
Classical,33,"  0,98 ","  0,25 ",308680,"  0,05 ","  0,10 ","  (27,59)","  0,04 ","  125,12 ","  0,08 "
Classical,28,"  0,96 ","  0,17 ",222267,"  0,01 ","  0,07 ","  (37,73)","  0,05 ","  125,78 ","  0,03 "
Classical,34,"  0,99 ","  0,34 ",238253,"  0,04 ","  0,10 ","  (27,67)","  0,04 ","  131,85 ","  0,09 "
Classical,24,"  0,95 ","  0,23 ",494800,"  0,06 ","  0,09 ","  (22,89)","  0,05 ","  79,25 ","  0,04 "
Classical,26,"  0,98 ","  0,55 ",212990,"  0,13 ","  0,08 ","  (21,00)","  0,05 ","  116,21 ","  0,17 "
Classical,31,"  0,97 ","  0,48 ",375987,"  0,28 ","  0,10 ","  (13,66)","  0,04 ","  135,74 ","  0,54 "
Classical,31,"  1,00 ","  0,46 ",192800,"  0,12 ","  0,09 ","  (24,64)","  0,06 ","  158,41 ","  0,79 "
Classical,35,"  0,94 ","  0,24 ",197547,"  0,06 ","  0,11 ","  (29,44)","  0,04 ","  94,29 ","  0,04 "
Classical,33,"  0,94 ","  0,39 ",675707,"  0,23 ","  0,41 ","  (22,03)","  0,05 ","  118,95 ","  0,31 "
Classical,29,"  0,61 ","  0,16 ",147480,"  0,25 ","  0,35 ","  (17,86)","  0,04 ","  93,17 ","  0,10 "
Classical,35,"  0,00 ","  0,45 ",441587,"  0,90 ","  0,36 ","  (7,01)","  0,06 ","  129,98 ","  0,22 "
Classical,29,"  0,99 ","  0,24 ",576067,"  0,10 ","  0,08 ","  (23,25)","  0,05 ","  174,65 ","  0,05 "
Classical,32,"  0,65 ","  0,13 ",165960,"  0,46 ","  0,07 ","  (12,37)","  0,04 ","  88,51 ","  0,04 "
Classical,32,"  0,97 ","  0,10 ",260640,"  0,19 ","  0,38 ","  (15,31)","  0,04 ","  64,86 ","  0,05 "
Classical,26,"  0,97 ","  0,21 ",244840,"  0,28 ","  0,23 ","  (14,64)","  0,05 ","  82,50 ","  0,21 "
Classical,26,"  0,99 ","  0,42 ",492000,"  0,00 ","  0,11 ","  (33,86)","  0,05 ","  79,60 ","  0,10 "
Classical,27,"  0,75 ","  0,17 ",245000,"  0,12 ","  0,15 ","  (19,41)","  0,05 ","  113,29 ","  0,04 "
Classical,31,"  0,98 ","  0,41 ",225054,"  0,24 ","  0,14 ","  (18,97)","  0,04 ","  119,54 ","  0,13 "
Classical,4,"  0,81 ","  0,29 ",176200,"  0,04 ","  0,69 ","  (23,13)","  0,05 ","  117,83 ","  0,11 "
Classical,30,"  0,87 ","  0,13 ",215737,"  0,17 ","  0,11 ","  (17,45)","  0,05 ","  75,22 ","  0,07 "
Classical,35,"  0,00 ","  0,43 ",254933,"  0,98 ","  0,29 ","  (5,22)","  0,10 ","  143,10 ","  0,37 "
Classical,32,"  0,01 ","  0,52 ",452453,"  0,69 ","  0,18 ","  (5,44)","  0,03 ","  130,03 ","  0,40 "
Classical,22,"  0,37 ","  0,53 ",252680,"  0,28 ","  0,11 ","  (13,87)","  0,03 ","  95,75 ","  0,05 "
Classical,29,"  0,97 ","  0,15 ",659573,"  0,09 ","  0,07 ","  (23,81)","  0,04 ","  92,48 ","  0,04 "
Classical,30,"  0,61 ","  0,10 ",366730,"  0,18 ","  0,11 ","  (18,62)","  0,04 ","  73,55 ","  0,03 "
Classical,21,"  0,96 ","  0,25 ",521867,"  0,02 ","  0,10 ","  (26,25)","  0,05 ","  125,92 ","  0,07 "
Classical,25,"  0,99 ","  0,32 ",278693,"  0,13 ","  0,12 ","  (18,97)","  0,08 ","  99,83 ","  0,49 "
Classical,25,"  0,99 ","  0,30 ",231827,"  0,01 ","  0,09 ","  (34,73)","  0,04 ","  83,63 ","  0,22 "
Classical,26,"  0,96 ","  0,43 ",175000,"  0,11 ","  0,14 ","  (20,03)","  0,05 ","  148,20 ","  0,24 "
Reggae,41,"  0,01 ","  0,74 ",219600,"  0,45 ","  0,09 ","  (8,70)","  0,06 ","  75,00 ","  0,42 "
Reggae,42,"  0,12 ","  0,68 ",213308,"  0,76 ","  0,08 ","  (6,19)","  0,04 ","  147,97 ","  0,96 "
Reggae,55,"  0,12 ","  0,58 ",384800,"  0,49 ","  0,16 ","  (10,87)","  0,20 ","  175,69 ","  0,85 "
Reggae,38,"  0,11 ","  0,80 ",204587,"  0,60 ","  0,29 ","  (5,19)","  0,04 ","  110,07 ","  0,68 "
Reggae,44,"  0,37 ","  0,58 ",206020,"  0,63 ","  0,10 ","  (6,55)","  0,33 ","  78,23 ","  0,13 "
Reggae,43,"  0,02 ","  0,64 ",571400,"  0,80 ","  0,08 ","  (5,53)","  0,23 ","  100,80 ","  0,72 "
Reggae,40,"  0,34 ","  0,73 ",235427,"  0,45 ","  0,39 ","  (9,64)","  0,05 ","  157,42 ","  0,76 "
Reggae,36,"  0,04 ","  0,63 ",287867,"  0,78 ","  0,05 ","  (4,47)","  0,09 ","  100,00 ","  0,72 "
Reggae,36,"  0,18 ","  0,76 ",230813,"  0,47 ","  0,64 ","  (10,38)","  0,21 ","  170,03 ","  0,37 "
Reggae,34,"  0,15 ","  0,70 ",181800,"  0,73 ","  0,29 ","  (4,60)","  0,04 ","  94,22 ","  0,67 "
Reggae,35,"  0,66 ","  0,68 ",259648,"  0,60 ","  0,10 ","  (5,66)","  0,04 ","  143,85 ","  0,93 "
Reggae,35,"  0,04 ","  0,89 ",203276,"  0,43 ","  0,19 ","  (6,87)","  0,04 ","  95,00 ","  0,80 "
Reggae,40,"  0,02 ","  0,74 ",164400,"  0,90 ","  0,39 ","  (7,34)","  0,07 ","  98,04 ","  0,66 "
Reggae,36,"  0,64 ","  0,87 ",185333,"  0,45 ","  0,09 ","  (8,67)","  0,06 ","  78,34 ","  0,62 "
Reggae,44,"  0,03 ","  0,85 ",217160,"  0,42 ","  0,07 ","  (9,20)","  0,11 ","  131,99 ","  0,53 "
Reggae,40,"  0,00 ","  0,45 ",342227,"  0,74 ","  0,35 ","  (6,48)","  0,04 ","  120,95 ","  0,14 "
Reggae,42,"  0,12 ","  0,73 ",245679,"  0,63 ","  0,08 ","  (9,84)","  0,04 ","  150,06 ","  0,71 "
Reggae,32,"  0,29 ","  0,80 ",261808,"  0,73 ","  0,14 ","  (7,40)","  0,07 ","  92,97 ","  0,71 "
Reggae,30,"  0,13 ","  0,95 ",213333,"  0,30 ","  0,08 ","  (11,87)","  0,13 ","  125,02 ","  0,96 "
Reggae,32,"  0,01 ","  0,68 ",223373,"  0,74 ","  0,07 ","  (5,00)","  0,03 ","  128,01 ","  0,72 "
Reggae,47,"  0,03 ","  0,80 ",384733,"  0,61 ","  0,17 ","  (4,85)","  0,06 ","  152,91 ","  0,91 "
Reggae,39,"  0,30 ","  0,72 ",222360,"  0,72 ","  0,07 ","  (5,08)","  0,24 ","  125,01 ","  0,82 "
Reggae,33,"  0,05 ","  0,45 ",255813,"  0,79 ","  0,29 ","  (5,44)","  0,07 ","  159,88 ","  0,14 "
Reggae,38,"  0,05 ","  0,74 ",403520,"  0,61 ","  0,10 ","  (9,77)","  0,07 ","  96,27 ","  0,62 "
Reggae,51,"  0,02 ","  0,70 ",246400,"  0,70 ","  0,07 ","  (6,94)","  0,06 ","  175,97 ","  0,75 "
Reggae,33,"  0,06 ","  0,47 ",290000,"  0,58 ","  0,06 ","  (10,90)","  0,24 ","  157,53 ","  0,51 "
Reggae,48,"  0,08 ","  0,90 ",195040,"  0,62 ","  0,06 ","  (6,25)","  0,18 ","  144,95 ","  0,82 "
Reggae,28,"  0,01 ","  0,50 ",421680,"  0,85 ","  0,76 ","  (8,45)","  0,18 ","  153,83 ","  0,72 "
Reggae,39,"  0,08 ","  0,59 ",292947,"  0,79 ","  0,36 ","  (2,99)","  0,13 ","  82,53 ","  0,68 "
Reggae,34,"  0,08 ","  0,82 ",224640,"  0,40 ","  0,15 ","  (12,92)","  0,12 ","  78,83 ","  0,78 "
Reggae,33,"  0,21 ","  0,61 ",245867,"  0,52 ","  0,65 ","  (10,00)","  0,11 ","  136,43 ","  0,48 "
Reggae,39,"  0,13 ","  0,77 ",221720,"  0,62 ","  0,27 ","  (5,53)","  0,16 ","  80,89 ","  0,89 "
Reggae,33,"  0,09 ","  0,70 ",195174,"  0,65 ","  0,09 ","  (7,42)","  0,03 ","  91,02 ","  0,38 "
Reggae,31,"  0,00 ","  0,45 ",226560,"  0,89 ","  0,81 ","  (5,35)","  0,25 ","  92,66 ","  0,51 "
Reggae,31,"  0,01 ","  0,72 ",187817,"  0,87 ","  0,26 ","  (4,36)","  0,03 ","  107,01 ","  0,91 "
Reggae,44,"  0,33 ","  0,50 ",217880,"  0,61 ","  0,18 ","  (7,52)","  0,10 ","  78,78 ","  0,76 "
Reggae,26,"  0,11 ","  0,95 ",159133,"  0,47 ","  0,26 ","  (11,25)","  0,06 ","  107,07 ","  0,87 "
Reggae,25,"  0,13 ","  0,52 ",261227,"  0,71 ","  0,21 ","  (6,35)","  0,05 ","  80,93 ","  0,83 "
Reggae,35,"  0,00 ","  0,52 ",226347,"  0,95 ","  0,27 ","  (4,13)","  0,07 ","  167,93 ","  0,85 "
Reggae,51,"  0,00 ","  0,38 ",329800,"  0,95 ","  0,11 ","  (4,30)","  0,07 ","  180,02 ","  0,45 "
Reggae,32,"  0,02 ","  0,77 ",377160,"  0,53 ","  0,29 ","  (8,91)","  0,26 ","  71,87 ","  0,64 "
Reggae,31,"  0,12 ","  0,60 ",218331,"  0,66 ","  0,09 ","  (7,85)","  0,13 ","  118,48 ","  0,45 "
Reggae,34,"  0,10 ","  0,57 ",132800,"  0,69 ","  0,32 ","  (8,25)","  0,04 ","  132,62 ","  0,49 "
Reggae,26,"  0,02 ","  0,40 ",117013,"  0,52 ","  0,33 ","  (8,56)","  0,06 ","  156,75 ","  0,49 "
Reggae,33,"  0,13 ","  0,75 ",227053,"  0,77 ","  0,37 ","  (4,22)","  0,32 ","  79,69 ","  0,81 "
Reggae,34,"  0,13 ","  0,88 ",233012,"  0,56 ","  0,16 ","  (8,20)","  0,06 ","  120,00 ","  0,78 "
Reggae,23,"  0,20 ","  0,70 ",266000,"  0,90 ","  0,16 ","  (4,04)","  0,25 ","  108,02 ","  0,81 "
Reggae,31,"  0,14 ","  0,80 ",313853,"  0,55 ","  0,30 ","  (7,33)","  0,03 ","  120,02 ","  0,76 "
Reggae,22,"  0,32 ","  0,60 ",210500,"  0,87 ","  0,29 ","  (4,02)","  0,03 ","  88,05 ","  0,83 "
Reggae,22,"  0,11 ","  0,59 ",195920,"  0,81 ","  0,25 ","  (5,89)","  0,03 ","  120,01 ","  0,84 "
Reggae,28,"  0,08 ","  0,81 ",216893,"  0,56 ","  0,10 ","  (10,86)","  0,13 ","  138,75 ","  0,64 "
Reggae,24,"  0,18 ","  0,70 ",261320,"  0,45 ","  0,14 ","  (10,54)","  0,05 ","  75,92 ","  0,78 "
Reggae,23,"  0,30 ","  0,70 ",217053,"  0,56 ","  0,11 ","  (8,32)","  0,20 ","  77,04 ","  0,58 "
Reggae,38,"  0,14 ","  0,85 ",195107,"  0,73 ","  0,16 ","  (8,27)","  0,05 ","  125,04 ","  0,71 "
Reggae,36,"  0,02 ","  0,74 ",539146,"  0,69 ","  0,10 ","  (9,31)","  0,04 ","  114,99 ","  0,38 "
Reggae,32,"  0,05 ","  0,76 ",248160,"  0,79 ","  0,09 ","  (6,71)","  0,05 ","  98,01 ","  0,82 "
Reggae,32,"  0,02 ","  0,78 ",172873,"  0,85 ","  0,04 ","  (5,16)","  0,31 ","  101,73 ","  0,88 "
Reggae,32,"  0,02 ","  0,77 ",327267,"  0,32 ","  0,35 ","  (11,27)","  0,14 ","  119,42 ","  0,49 "
Reggae,22,"  0,00 ","  0,68 ",150094,"  0,55 ","  0,19 ","  (10,28)","  0,03 ","  135,00 ","  0,63 "
Reggae,22,"  0,02 ","  0,81 ",249067,"  0,72 ","  0,38 ","  (6,85)","  0,25 ","  91,13 ","  0,45 "
Reggae,53,"  0,68 ","  0,79 ",220320,"  0,60 ","  0,11 ","  (6,30)","  0,07 ","  81,93 ","  0,96 "
Reggae,28,"  0,50 ","  0,54 ",131267,"  0,48 ","  0,11 ","  (10,42)","  0,05 ","  123,57 ","  0,09 "
Reggae,52,"  0,23 ","  0,91 ",263800,"  0,78 ","  0,17 ","  (5,46)","  0,04 ","  133,01 ","  0,97 "
Reggae,20,"  0,27 ","  0,89 ",237360,"  0,72 ","  0,13 ","  (3,97)","  0,12 ","  124,06 ","  0,95 "
Reggae,29,"  0,08 ","  0,82 ",293198,"  0,57 ","  0,03 ","  (13,49)","  0,15 ","  139,61 ","  0,88 "
Reggae,30,"  0,14 ","  0,82 ",257733,"  0,69 ","  0,73 ","  (5,14)","  0,08 ","  144,18 ","  0,94 "
Reggae,30,"  0,27 ","  0,67 ",272507,"  0,63 ","  0,43 ","  (8,52)","  0,05 ","  153,76 ","  0,78 "
Reggae,27,"  0,22 ","  0,71 ",180619,"  0,66 ","  0,15 ","  (6,46)","  0,16 ","  96,97 ","  0,69 "
Reggae,26,"  0,14 ","  0,63 ",200620,"  0,76 ","  0,14 ","  (6,05)","  0,21 ","  63,63 ","  0,61 "
Reggaeton,70,"  0,04 ","  0,75 ",233251,"  0,69 ","  0,32 ","  (3,81)","  0,05 ","  131,97 ","  0,43 "
Reggaeton,73,"  0,11 ","  0,76 ",208000,"  0,79 ","  0,12 ","  (4,36)","  0,04 ","  94,03 ","  0,91 "
Reggaeton,64,"  0,66 ","  0,44 ",197333,"  0,73 ","  0,11 ","  (2,60)","  0,23 ","  179,91 ","  0,66 "
Reggaeton,61,"  0,20 ","  0,77 ",187027,"  0,93 ","  0,08 ","  (2,48)","  0,05 ","  92,03 ","  0,74 "
Reggaeton,58,"  0,05 ","  0,92 ",220320,"  0,44 ","  0,12 ","  (7,21)","  0,07 ","  123,97 ","  0,91 "
Reggaeton,59,"  0,50 ","  0,93 ",141578,"  0,64 ","  0,14 ","  (5,70)","  0,05 ","  122,04 ","  0,58 "
Reggaeton,61,"  0,13 ","  0,89 ",211000,"  0,87 ","  0,13 ","  (5,34)","  0,06 ","  118,01 ","  0,90 "
Reggaeton,51,"  0,09 ","  0,78 ",207720,"  0,81 ","  0,11 ","  (4,50)","  0,06 ","  100,01 ","  0,70 "
Reggaeton,57,"  0,43 ","  0,74 ",192323,"  0,66 ","  0,08 ","  (3,21)","  0,05 ","  103,91 ","  0,64 "
Jazz,68,"  0,33 ","  0,69 ",251253,"  0,87 ","  0,04 ","  (8,76)","  0,04 ","  93,69 ","  0,92 "
Jazz,59,"  0,11 ","  0,52 ",201627,"  0,39 ","  0,14 ","  (13,33)","  0,06 ","  86,12 ","  0,25 "
Jazz,57,"  0,33 ","  0,69 ",135215,"  0,57 ","  0,11 ","  (7,50)","  0,03 ","  93,01 ","  0,80 "
Jazz,55,"  0,01 ","  0,73 ",341200,"  0,61 ","  0,22 ","  (8,30)","  0,07 ","  181,54 ","  0,69 "
Jazz,54,"  0,09 ","  0,66 ",239107,"  0,78 ","  0,13 ","  (7,32)","  0,05 ","  90,00 ","  0,15 "
Jazz,59,"  0,86 ","  0,58 ",223067,"  0,29 ","  0,12 ","  (11,23)","  0,03 ","  91,41 ","  0,26 "
Jazz,53,"  0,87 ","  0,72 ",50509,"  0,18 ","  0,11 ","  (12,39)","  0,07 ","  80,97 ","  0,63 "
Jazz,50,"  0,72 ","  0,49 ",388027,"  0,41 ","  0,20 ","  (9,77)","  0,07 ","  138,87 ","  0,68 "
Jazz,46,"  0,97 ","  0,34 ",167467,"  0,18 ","  0,12 ","  (15,02)","  0,03 ","  73,14 ","  0,29 "
Jazz,50,"  0,86 ","  0,48 ",171533,"  0,28 ","  0,09 ","  (11,00)","  0,03 ","  68,56 ","  0,43 "
Jazz,48,"  0,39 ","  0,83 ",273080,"  0,52 ","  0,10 ","  (6,85)","  0,21 ","  92,69 ","  0,85 "
Jazz,49,"  0,01 ","  0,53 ",231907,"  0,82 ","  0,66 ","  (8,36)","  0,14 ","  146,23 ","  0,66 "
Jazz,52,"  0,88 ","  0,26 ",127333,"  0,37 ","  0,11 ","  (9,20)","  0,03 ","  104,33 ","  0,36 "
Jazz,47,"  0,84 ","  0,45 ",113293,"  0,49 ","  0,18 ","  (6,78)","  0,06 ","  182,52 ","  0,70 "
Jazz,39,"  0,15 ","  0,62 ",228440,"  0,64 ","  0,08 ","  (9,02)","  0,11 ","  145,92 ","  0,40 "
